# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv3599c	Rv3599c	CCP46422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3600c	Rv3600c	CCP46423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3603c	Rv3603c	CCP46426	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv3604c	Rv3604c	CCP46427	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv3605c	Rv3605c	CCP46428	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv3611	Rv3611	CCP46434	protein_coding	0	0	1	8	0	0	0	0	3	0	1	0	0	0	0	0	0	0	5
Rv3612c	Rv3612c	CCP46435	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Rv3613c	Rv3613c	CCP46436	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Rv3618	Rv3618	CCP46441	protein_coding	0	1	1	9	0	0	0	0	6	0	1	0	0	0	0	0	0	1	3
Rv3626c	Rv3626c	CCP46449	protein_coding	0	1	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	1	2
Rv3627c	Rv3627c	CCP46450	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
Rv3629c	Rv3629c	CCP46452	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3630	Rv3630	CCP46453	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Rv3631	Rv3631	CCP46454	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3632	Rv3632	CCP46455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3633	Rv3633	CCP46456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3635	Rv3635	CCP46458	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3636	Rv3636	CCP46459	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3637	Rv3637	CCP46460	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3638	Rv3638	CCP46461	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3639c	Rv3639c	CCP46462	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3640c	Rv3640c	CCP46463	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3642c	Rv3642c	CCP46465	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3643	Rv3643	CCP46466	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3644c	Rv3644c	CCP46467	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv3645	Rv3645	CCP46468	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv3647c	Rv3647c	CCP46470	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
Rv3649	Rv3649	CCP46472	protein_coding	0	0	2	8	0	0	0	0	5	0	2	0	0	0	0	0	0	0	3
Rv3651	Rv3651	CCP46474	protein_coding	0	0	1	11	0	0	0	0	7	0	1	0	0	0	0	0	0	0	4
Rv3654c	Rv3654c	CCP46477	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6
Rv3655c	Rv3655c	CCP46478	protein_coding	1	1	0	8	0	0	0	0	4	1	0	0	0	0	0	0	0	1	4
Rv3656c	Rv3656c	CCP46479	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Rv3657c	Rv3657c	CCP46480	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
Rv3658c	Rv3658c	CCP46481	protein_coding	0	0	1	9	0	0	0	0	5	0	1	0	0	0	0	0	0	0	4
Rv3659c	Rv3659c	CCP46482	protein_coding	1	1	0	8	0	0	0	0	6	1	0	0	0	0	0	0	0	1	2
Rv3660c	Rv3660c	CCP46483	protein_coding	0	1	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1
Rv3661	Rv3661	CCP46484	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv3662c	Rv3662c	CCP46485	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Rv3668c	Rv3668c	CCP46491	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3669	Rv3669	CCP46492	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
Rv3671c	Rv3671c	CCP46494	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv3672c	Rv3672c	CCP46495	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3673c	Rv3673c	CCP46496	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3675	Rv3675	CCP46498	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3677c	Rv3677c	CCP46500	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3678A	Rv3678A	CCP46502	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3678c	Rv3678c	CCP46501	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3679	Rv3679	CCP46503	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3680	Rv3680	CCP46504	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3683	Rv3683	CCP46507	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3684	Rv3684	CCP46508	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3686c	Rv3686c	CCP46510	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3688c	Rv3688c	CCP46512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3689	Rv3689	CCP46513	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv3690	Rv3690	CCP46514	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3691	Rv3691	CCP46515	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3693	Rv3693	CCP46517	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3694c	Rv3694c	CCP46518	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv3695	Rv3695	CCP46519	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3698	Rv3698	CCP46523	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3699	Rv3699	CCP46524	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv3700c	Rv3700c	CCP46525	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3701c	Rv3701c	CCP46526	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv3702c	Rv3702c	CCP46527	protein_coding	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4
Rv3703c	Rv3703c	CCP46528	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4
Rv3705A	Rv3705A	CCP46531	protein_coding	0	1	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1
Rv3705c	Rv3705c	CCP46530	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
Rv3706c	Rv3706c	CCP46532	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3707c	Rv3707c	CCP46533	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3712	Rv3712	CCP46538	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3714c	Rv3714c	CCP46540	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
Rv3716c	Rv3716c	CCP46542	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3717	Rv3717	CCP46543	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3718c	Rv3718c	CCP46544	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3719	Rv3719	CCP46545	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Rv3720	Rv3720	CCP46546	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3722c	Rv3722c	CCP46548	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6
Rv3723	Rv3723	CCP46549	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
Rv3725	Rv3725	CCP46552	protein_coding	1	0	3	4	0	0	0	0	1	1	3	0	0	0	0	0	0	0	3
Rv3726	Rv3726	CCP46553	protein_coding	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6
Rv3727	Rv3727	CCP46554	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv3728	Rv3728	CCP46555	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
Rv3729	Rv3729	CCP46556	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3730c	Rv3730c	CCP46557	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3732	Rv3732	CCP46559	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3733c	Rv3733c	CCP46560	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3735	Rv3735	CCP46562	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3736	Rv3736	CCP46563	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Rv3737	Rv3737	CCP46564	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Rv3740c	Rv3740c	CCP46567	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3741c	Rv3741c	CCP46568	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3742c	Rv3742c	CCP46569	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3745c	Rv3745c	CCP46572	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3747	Rv3747	CCP46574	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3748	Rv3748	CCP46575	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3749c	Rv3749c	CCP46576	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3750c	Rv3750c	CCP46577	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3751	Rv3751	CCP46578	protein_coding	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4
Rv3752c	Rv3752c	CCP46579	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3753c	Rv3753c	CCP46580	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Rv3755c	Rv3755c	CCP46582	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv3760	Rv3760	CCP46587	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3762c	Rv3762c	CCP46589	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3766	Rv3766	CCP46593	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3767c	Rv3767c	CCP46594	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3768	Rv3768	CCP46595	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3769	Rv3769	CCP46596	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3770A	Rv3770A	CCP46598	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3770B	Rv3770B	CCP46599	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3770c	Rv3770c	CCP46597	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Rv3771c	Rv3771c	CCP46600	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv3773c	Rv3773c	CCP46602	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
Rv3776	Rv3776	CCP46605	protein_coding	0	1	2	4	0	0	0	0	3	0	2	0	0	0	0	0	0	1	1
Rv3777	Rv3777	CCP46606	protein_coding	0	1	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3
Rv3778c	Rv3778c	CCP46607	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv3779	Rv3779	CCP46608	protein_coding	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
Rv3780	Rv3780	CCP46609	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv3784	Rv3784	CCP46613	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3785	Rv3785	CCP46614	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Rv3786c	Rv3786c	CCP46615	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Rv3787c	Rv3787c	CCP46616	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv3788	Rv3788	CCP46617	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3789	Rv3789	CCP46618	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3796	Rv3796	CCP46625	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv3798	Rv3798	CCP46627	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3802c	Rv3802c	CCP46631	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3807c	Rv3807c	CCP46636	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3811	Rv3811	CCP46640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3813c	Rv3813c	CCP46642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3814c	Rv3814c	CCP46643	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3815c	Rv3815c	CCP46644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3816c	Rv3816c	CCP46645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3817	Rv3817	CCP46646	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv3818	Rv3818	CCP46647	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Rv3819	Rv3819	CCP46648	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3821	Rv3821	CCP46650	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv3822	Rv3822	CCP46651	protein_coding	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
Rv3827c	Rv3827c	CCP46656	protein_coding	0	1	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4
Rv3828c	Rv3828c	CCP46657	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv3829c	Rv3829c	CCP46658	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv3830c	Rv3830c	CCP46659	protein_coding	0	0	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3
Rv3831	Rv3831	CCP46660	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4
Rv3832c	Rv3832c	CCP46661	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3833	Rv3833	CCP46662	protein_coding	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5
Rv3835	Rv3835	CCP46664	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Rv3836	Rv3836	CCP46665	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv3837c	Rv3837c	CCP46666	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv3839	Rv3839	CCP46668	protein_coding	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
Rv3840	Rv3840	CCP46669	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv3843c	Rv3843c	CCP46672	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
Rv3844	Rv3844	CCP46673	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3845	Rv3845	CCP46674	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3847	Rv3847	CCP46676	protein_coding	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv3848	Rv3848	CCP46677	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Rv3850	Rv3850	CCP46679	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv3851	Rv3851	CCP46680	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
Rv3856c	Rv3856c	CCP46685	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Rv3857c	Rv3857c	CCP46686	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv3860	Rv3860	CCP46689	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Rv3861	Rv3861	CCP46690	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv3863	Rv3863	CCP46692	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv3888c	Rv3888c	CCP46717	protein_coding	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3
Rv3896c	Rv3896c	CCP46725	protein_coding	0	1	1	8	0	0	0	0	3	0	1	0	0	0	0	0	0	1	5
Rv3897c	Rv3897c	CCP46726	protein_coding	1	0	0	10	0	0	0	0	5	1	0	0	0	0	0	0	0	0	5
Rv3898c	Rv3898c	CCP46727	protein_coding	1	0	0	10	0	0	0	0	6	0	0	0	1	0	0	1	0	0	4
Rv3899c	Rv3899c	CCP46728	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
Rv3900c	Rv3900c	CCP46729	protein_coding	0	1	1	7	0	0	0	0	5	0	1	0	0	0	0	0	0	1	2
Rv3901c	Rv3901c	CCP46730	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Rv3902c	Rv3902c	CCP46731	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv3903c	Rv3903c	CCP46732	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	1	2
Rv3906c	Rv3906c	CCP46735	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv3909	Rv3909	CCP46738	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
Rv3910	Rv3910	CCP46739	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2
Rv3912	Rv3912	CCP46741	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
Rv3915	Rv3915	CCP46744	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv3916c	Rv3916c	CCP46745	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv3920c	Rv3920c	CCP46749	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
Rv3921c	Rv3921c	CCP46750	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
Rv3922c	Rv3922c	CCP46751	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
TB15.3	Rv1636	CCP44400	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
TB16.3	Rv2185c	CCP44962	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TB18.5	Rv0164	CCP42890	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
TB18.6	Rv2140c	CCP44915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TB22.2	Rv3036c	CCP45845	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
TB27.3	Rv0577	CCP43315	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
TB31.7	Rv2623	CCP45421	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
TB7.3	Rv3221c	CCP46037	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TB8.4	Rv1174c	CCP43930	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
TB9.4	Rv3208A	CCP46024	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
aac	Rv0262c	CCP42991	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
aao	Rv1905c	CCP44672	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
accA1	Rv2501c	CCP45295	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
accA2	Rv0973c	CCP43722	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
accA3	Rv3285	CCP46104	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
accD1	Rv2502c	CCP45296	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
accD2	Rv0974c	CCP43723	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
accD3	Rv0904c	CCP43652	protein_coding	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
accD4	Rv3799c	CCP46628	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
accD5	Rv3280	CCP46099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
accD6	Rv2247	CCP45027	protein_coding	0	1	2	6	0	0	0	0	4	0	2	0	0	0	0	0	0	1	2
accE5	Rv3281	CCP46100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aceAa	Rv1915	CCP44682	protein_coding	1	0	1	6	0	0	0	0	4	1	1	0	0	0	0	0	0	0	2
aceAb	Rv1916	CCP44683	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4
aceE	Rv2241	CCP45021	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
acg	Rv2032	CCP44805	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ackA	Rv0409	CCP43140	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
acn	Rv1475c	CCP44235	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
acpA	Rv0033	CCP42755	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
acpM	Rv2244	CCP45024	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
acpS	Rv2523c	CCP45317	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
acrA1	Rv3391	CCP46212	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
acs	Rv3667	CCP46490	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
acyP	Rv2922A	CCP45725	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
add	Rv3313c	CCP46133	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
adh	Rv1530	CCP44294	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
adhA	Rv1862	CCP44628	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
adhB	Rv0761c	CCP43508	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
adhC	Rv3045	CCP45854	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
